collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate
168342,col,,-68.181664,44.532501,Whaling Survey,,,1,Holocene,,0.0117,0,55079,US,Maine,,estimated from map,seconds,,,gp_mid,-68.18,44.53,108
168343,col,,-38.869999,-14.248611,Whaling Survey,,,1,Holocene,,0.0117,0,55079,BR,,,estimated from map,seconds,,,gp_mid,-38.87,-14.25,201
168344,col,,17.292221,-29.962221,Whaling Survey,,,1,Holocene,,0.0117,0,55079,ZA,,,estimated from map,seconds,,,gp_mid,17.29,-29.96,701
168345,col,,32.541111,-28.573889,Whaling Survey,,,1,Holocene,,0.0117,0,55079,ZA,,,estimated from map,seconds,,,gp_mid,32.54,-28.57,701
168346,col,,84.044998,17.0525,Whaling Survey,,,1,Holocene,,0.0117,0,55079,IN,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168347,col,,176.593887,-37.358334,Whaling Survey,,,1,Holocene,,0.0117,0,55079,NZ,,,estimated from map,seconds,,,gp_mid,176.59,-37.36,806
168348,col,,141.964996,40.820831,Whaling Survey,,,1,Holocene,,0.0117,0,55079,JP,,,estimated from map,seconds,,,gp_mid,141.96,40.82,610
168349,col,,-114.236115,26.731667,Whaling Survey,,,1,Holocene,,0.0117,0,55079,MX,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168350,col,,-76.487221,-12.903333,Whaling Survey,,,1,Holocene,,0.0117,0,55079,PE,,,estimated from map,seconds,,,gp_mid,-76.49,-12.9,201
168351,col,,-8.7675,37.982777,Whaling Survey,,,1,Holocene,,0.0117,0,55079,PT,,,estimated from map,seconds,,,gp_mid,-8.77,37.98,304
168352,col,,12.0625,-16.296944,Whaling Survey,,,1,Holocene,,0.0117,0,55079,AO,,,estimated from map,seconds,,,gp_mid,12.06,-16.3,701
168353,col,,-38.386665,-15.922222,Whaling Survey,,,1,Holocene,,0.0117,0,55079,BR,,,estimated from map,seconds,,,gp_mid,-38.39,-15.92,201
168354,col,,-80.13472,27.580833,Whaling Survey,,,1,Holocene,,0.0117,0,55079,US,Florida,,estimated from map,seconds,,,gp_mid,-80.13,27.58,109
168355,col,,14.523611,39.97028,Whaling Survey,,,1,Holocene,,0.0117,0,55079,IT,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168356,col,,40.62722,-12.801667,Whaling Survey,,,1,Holocene,,0.0117,0,55079,MZ,,,estimated from map,seconds,,,gp_mid,40.63,-12.8,701
168357,col,,82.682777,17.16,Whaling Survey,,,1,Holocene,,0.0117,0,55079,IN,,,estimated from map,seconds,,,gp_mid,82.68,17.16,501
168358,col,,172.902496,-34.645,Whaling Survey,,,1,Holocene,,0.0117,0,55079,NZ,,,estimated from map,seconds,,,gp_mid,172.9,-34.65,806
168359,col,,142.05278,39.473888,Whaling Survey,,,1,Holocene,,0.0117,0,55079,JP,,,estimated from map,seconds,,,gp_mid,142.05,39.47,610
168360,col,,-105.359169,21.761389,Whaling Survey,,,1,Holocene,,0.0117,0,55079,MX,,,estimated from map,seconds,,,gp_mid,-105.36,21.76,104
168361,col,,-78.310837,-9.767222,Whaling Survey,,,1,Holocene,,0.0117,0,55079,PE,,,estimated from map,seconds,,,gp_mid,-78.31,-9.77,201
168363,col,,-65.896385,-48.05722,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AR,,,estimated from map,seconds,,,gp_mid,-65.9,-48.06,291
168364,col,,-75.131668,-47.724998,Whaling Survey,,,1,Holocene,,0.0117,0,55103,CL,,,estimated from map,seconds,,,gp_mid,-75.13,-47.72,291
168365,col,,17.329166,-30.554722,Whaling Survey,,,1,Holocene,,0.0117,0,55103,ZA,,,estimated from map,seconds,,,gp_mid,17.33,-30.55,701
168366,col,,31.4575,-29.2575,Whaling Survey,,,1,Holocene,,0.0117,0,55103,ZA,,,estimated from map,seconds,,,gp_mid,31.46,-29.26,701
168367,col,,115.436943,-31.477777,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AU,Western Australia,,estimated from map,seconds,,,gp_mid,115.44,-31.48,801
168368,col,,149.582504,-37.725555,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AU,Victoria,,estimated from map,seconds,,,gp_mid,149.58,-37.73,801
168369,col,,-58.63028,-61.93861,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AA,,,estimated from map,seconds,,,gp_mid,-58.63,-61.94,803
168370,col,,-124.020836,40.476665,Whaling Survey,,,1,Holocene,,0.0117,0,55103,US,California,,estimated from map,seconds,,,gp_mid,-124.02,40.48,129
168371,col,,141.936111,39.548889,Whaling Survey,,,1,Holocene,,0.0117,0,55103,JP,,,estimated from map,seconds,,,gp_mid,141.94,39.55,610
168372,col,,-66.028336,-48.177502,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AR,,,estimated from map,seconds,,,gp_mid,-66.03,-48.18,291
168373,col,,-75.476669,-46.538891,Whaling Survey,,,1,Holocene,,0.0117,0,55103,CL,,,estimated from map,seconds,,,gp_mid,-75.48,-46.54,291
168374,col,,18.3025,-32.068333,Whaling Survey,,,1,Holocene,,0.0117,0,55103,ZA,,,estimated from map,seconds,,,gp_mid,18.3,-32.07,701
168375,col,,149.435272,-37.749722,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AU,Victoria,,estimated from map,seconds,,,gp_mid,149.44,-37.75,801
168376,col,,-80.706108,-6.419444,Whaling Survey,,,1,Holocene,,0.0117,0,55081,PE,,,estimated from map,seconds,,,gp_mid,-80.71,-6.42,201
168377,col,,-108.39167,24.919722,Whaling Survey,,,1,Holocene,,0.0117,0,55081,MX,,,estimated from map,seconds,,,gp_mid,-108.39,24.92,104
168378,col,,141.393616,38.213055,Whaling Survey,,,1,Holocene,,0.0117,0,55081,JP,,,estimated from map,seconds,,,gp_mid,141.39,38.21,610
168379,col,,148.776382,-20.685833,Whaling Survey,,,1,Holocene,,0.0117,0,55081,AU,Queensland,,estimated from map,seconds,,,gp_mid,148.78,-20.69,801
168380,col,,96.041946,3.476111,Whaling Survey,,,1,Holocene,,0.0117,0,55081,MY,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168381,col,,41.022499,-13.2575,Whaling Survey,,,1,Holocene,,0.0117,0,55081,MZ,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168564,col,,-75.037224,-45.689999,Whaling Survey,,,1,Holocene,,0.0117,0,55103,CL,,,estimated from map,seconds,,,gp_mid,-75.04,-45.69,291
168565,col,,-65.808609,-47.806667,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AR,,,estimated from map,seconds,,,gp_mid,-65.81,-47.81,291
168566,col,,17.330278,-30.689722,Whaling Survey,,,1,Holocene,,0.0117,0,55103,ZA,,,estimated from map,seconds,,,gp_mid,17.33,-30.69,701
168567,col,,31.305,-29.531668,Whaling Survey,,,1,Holocene,,0.0117,0,55103,ZA,,,estimated from map,seconds,,,gp_mid,31.31,-29.53,701
168568,col,,115.855835,-32.418331,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AU,Western Australia,,estimated from map,seconds,,,gp_mid,115.86,-32.42,801
168569,col,,173.512222,-35.1325,Whaling Survey,,,1,Holocene,,0.0117,0,55103,NZ,,,estimated from map,seconds,,,gp_mid,173.51,-35.13,806
168570,col,,-57.288612,-63.064445,Whaling Survey,,,1,Holocene,,0.0117,0,55103,AA,,,estimated from map,seconds,,,gp_mid,-57.29,-63.06,803
168571,col,,-8.421389,43.83139,Whaling Survey,,,1,Holocene,,0.0117,0,55103,ES,,,estimated from map,seconds,,,gp_mid,-8.42,43.83,304
168572,col,,-58.870556,50.613609,Whaling Survey,,,1,Holocene,,0.0117,0,55103,CA,Quebec,,estimated from map,seconds,,,gp_mid,-58.87,50.61,101
168573,col,,13.946667,77.215279,Whaling Survey,,,1,Holocene,,0.0117,0,55103,SJ,,,estimated from map,seconds,,,gp_mid,13.95,77.22,309
168574,col,,-8.811389,41,Whaling Survey,,,1,Holocene,,0.0117,0,55079,PT,,,estimated from map,seconds,,,gp_mid,-8.81,41,304
168575,col,,12.106667,-13.890556,Whaling Survey,,,1,Holocene,,0.0117,0,55079,AO,,,estimated from map,seconds,,,gp_mid,12.11,-13.89,701
168576,col,,-37.815277,-12.449167,Whaling Survey,,,1,Holocene,,0.0117,0,55079,BR,,,estimated from map,seconds,,,gp_mid,-37.82,-12.45,201
168577,col,,-80.178612,27.26639,Whaling Survey,,,1,Holocene,,0.0117,0,55079,US,Florida,,estimated from map,seconds,,,gp_mid,-80.18,27.27,109
168578,col,,-121.574997,35.781666,Whaling Survey,,,1,Holocene,,0.0117,0,55079,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168579,col,,-79.343613,-7.675,Whaling Survey,,,1,Holocene,,0.0117,0,55079,PE,,,estimated from map,seconds,,,gp_mid,-79.34,-7.68,201
168580,col,,178.483612,-37.660557,Whaling Survey,,,1,Holocene,,0.0117,0,55079,NZ,,,estimated from map,seconds,,,gp_mid,178.48,-37.66,806
168581,col,,141.130005,38.112221,Whaling Survey,,,1,Holocene,,0.0117,0,55079,JP,,,estimated from map,seconds,,,gp_mid,141.13,38.11,610
168582,col,,17.116388,76.701111,Whaling Survey,,,1,Holocene,,0.0117,0,55079,SJ,,,estimated from map,seconds,,,gp_mid,17.12,76.7,309
168583,col,,-55.305557,-63.283333,Whaling Survey,,,1,Holocene,,0.0117,0,55079,AA,,,estimated from map,seconds,,,gp_mid,-55.31,-63.28,803
168584,col,,39.440556,-8.543611,Whaling Survey,,,1,Holocene,,0.0117,0,55079,TZ,,,estimated from map,seconds,,,gp_mid,39.44,-8.54,701
168585,col,,85.846664,19.665277,Whaling Survey,,,1,Holocene,,0.0117,0,55079,IN,,,estimated from map,seconds,,,gp_mid,85.85,19.67,501
168586,col,,69.169441,27.990833,Whaling Survey,,,1,Holocene,,0.0117,0,55156,PK,,,estimated from map,seconds,,,gp_mid,69.17,27.99,501
168587,col,,87.895554,25.030556,Whaling Survey,,,1,Holocene,,0.0117,0,55156,IN,,,estimated from map,seconds,,,gp_mid,87.9,25.03,501
168588,col,,-52.185555,-1.524722,Whaling Survey,,,1,Holocene,,0.0117,0,55157,BR,,,estimated from map,seconds,,,gp_mid,-52.19,-1.52,201
168589,col,,-8.811389,4.788056,Extant Collection,,,1,Holocene,,0.0117,0,55158,,,,estimated from map,seconds,,,gp_mid,-8.81,4.79,714
168590,col,,-35.090832,-5.669722,Extant Collection,,,1,Holocene,,0.0117,0,55158,BR,,,estimated from map,seconds,,,gp_mid,-35.09,-5.67,201
168591,col,,47.702221,4.167778,Extant Collection,,,1,Holocene,,0.0117,0,55158,SO,,,estimated from map,seconds,,,gp_mid,47.7,4.17,709
168592,col,,94.372223,15.733611,Extant Collection,,,1,Holocene,,0.0117,0,55158,MM,,,estimated from map,seconds,,,gp_mid,94.37,15.73,617
168593,col,,122.233612,24.181389,Extant Collection,,,1,Holocene,,0.0117,0,55158,TW,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168594,col,,161.300827,53.846668,Extant Distribution,,,1,Holocene,,0.0117,0,55159,RU,,,estimated from map,seconds,,,gp_mid,161.3,53.85,485
168595,col,,-70.466667,-23.860001,Extant Distribution,,,1,Holocene,,0.0117,0,55160,CL,,,estimated from map,seconds,,,gp_mid,-70.47,-23.86,201
168596,col,,-57.458889,-38.399166,Extant Distribution,,,1,Holocene,,0.0117,0,55160,AR,,,estimated from map,seconds,,,gp_mid,-57.46,-38.4,202
168597,col,,86.242226,19.72611,Extant Distribution,,,1,Holocene,,0.0117,0,55160,IN,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168598,col,,141.4375,36.058613,Extant Distribution,,,1,Holocene,,0.0117,0,55160,JP,,,estimated from map,seconds,,,gp_mid,141.44,36.06,610
168599,col,,-56.140556,-63.310001,Extant Distribution,,,1,Holocene,,0.0117,0,55160,AA,,,estimated from map,seconds,,,gp_mid,-56.14,-63.31,803
168600,col,,-114.851387,26.229721,Extant Distribution,,,1,Holocene,,0.0117,0,55160,MX,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168602,col,,144.074173,42.674999,Extant Distribution,,,1,Holocene,,0.0117,0,55161,JP,,,estimated from map,seconds,,,gp_mid,144.07,42.67,609
168603,col,,144.074173,42.674999,Extant Distribution,,,1,Holocene,,0.0117,0,55162,JP,,,estimated from map,seconds,,,gp_mid,144.07,42.67,609
168604,col,,-65.456947,-44.722778,Extant Distribution,,,1,Holocene,,0.0117,0,55163,AR,,,estimated from map,seconds,,,gp_mid,-65.46,-44.72,291
168605,col,,-74.806389,-44.586666,Extant Distribution,,,1,Holocene,,0.0117,0,55163,CL,,,estimated from map,seconds,,,gp_mid,-74.81,-44.59,291
168606,col,,116.168892,-34.869999,Extant Distribution,,,1,Holocene,,0.0117,0,55164,AU,Western Australia,,estimated from map,seconds,,,gp_mid,116.17,-34.87,801
168607,col,,142.118607,-38.655277,Extant Distribution,,,1,Holocene,,0.0117,0,55164,AU,Victoria,,estimated from map,seconds,,,gp_mid,142.12,-38.66,801
168608,col,,179.58194,62.669445,Extant Distribution,,,1,Holocene,,0.0117,0,55165,RU,,,,seconds,,,gp_mid,179.58,62.67,485
168609,col,,13.382778,41.004166,Mediterranean Distribution,,,1,Holocene,,0.0117,0,55166,IT,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168610,col,,-154.929718,19.414444,Extant Distribution,,,1,Holocene,,0.0117,0,55166,US,Hawaii,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168611,col,,14.875,-25.650557,Extant Distribution,,,1,Holocene,,0.0117,0,55167,NA,,,estimated from map,seconds,,,gp_mid,14.88,-25.65,701
168612,col,,-73.982498,-41.394722,Extant Distribution,,,1,Holocene,,0.0117,0,55167,CL,,,estimated from map,seconds,,,gp_mid,-73.98,-41.39,291
168613,col,,-58.118332,-63.349167,Extant Distribution,,,1,Holocene,,0.0117,0,55167,AA,,,estimated from map,seconds,,,gp_mid,-58.12,-63.35,803
168614,col,,-65.940559,-48.062778,Extant Distribution,,,1,Holocene,,0.0117,0,55167,AR,,,estimated from map,seconds,,,gp_mid,-65.94,-48.06,291
168615,col,,173.824997,-43.889168,Extant Distribution,,,1,Holocene,,0.0117,0,55167,NZ,,,estimated from map,seconds,,,gp_mid,173.82,-43.89,807
168616,col,,-164.46611,54.101944,Extant Distribution,,,1,Holocene,,0.0117,0,55167,US,Alaska,,estimated from map,seconds,,,gp_mid,-164.47,54.1,125
168663,col,,-56.140556,-63.317223,Extant Distribution,,,1,Holocene,,0.0117,0,55168,AA,,,estimated from map,seconds,,,gp_mid,-56.14,-63.32,803
168664,col,,-54.558613,-63.378887,Extant Distribution,,,1,Holocene,,0.0117,0,55169,AA,,,estimated from map,seconds,,,gp_mid,-54.56,-63.38,803
168665,col,,-66.291946,-48.739445,Extant Distribution,,,1,Holocene,,0.0117,0,55169,AR,,,estimated from map,seconds,,,gp_mid,-66.29,-48.74,291
168666,col,,-75.619164,-48.973057,Extant Distribution,,,1,Holocene,,0.0117,0,55169,CL,,,estimated from map,seconds,,,gp_mid,-75.62,-48.97,291
168667,col,,-58.425835,51.098888,Extant Distribution,,,1,Holocene,,0.0117,0,55092,CA,Quebec,,estimated from map,seconds,,,gp_mid,-58.43,51.1,101
168668,col,,-20.896389,63.635834,Extant Distribution,,,1,Holocene,,0.0117,0,55092,IS,,,estimated from map,seconds,,,gp_mid,-20.9,63.64,907
168669,col,,16.149445,76.741943,Extant Distribution,,,1,Holocene,,0.0117,0,55092,SJ,,,estimated from map,seconds,,,gp_mid,16.15,76.74,309
168670,col,,-165.520554,61.721668,Extant Distribution,,,1,Holocene,,0.0117,0,55092,US,Alaska,,estimated from map,seconds,,,gp_mid,-165.52,61.72,123
168671,col,,174.11084,61.676666,Extant Distribution,,,1,Holocene,,0.0117,0,55092,RU,,,estimated from map,seconds,,,gp_mid,174.11,61.68,485
168673,col,,15.226667,77.04583,Extant Distribution,,,1,Holocene,,0.0117,0,55170,SJ,,,estimated from map,seconds,,,gp_mid,15.23,77.05,309
168674,col,,171.847778,60.313889,Extant Distribution,,,1,Holocene,,0.0117,0,55170,RU,,,estimated from map,seconds,,,gp_mid,171.85,60.31,485
168675,col,,174.57222,61.373611,Extant Distribution,,,1,Holocene,,0.0117,0,55170,RU,,,estimated from map,seconds,,,gp_mid,174.57,61.37,485
168676,col,,-165.762222,61.370277,Extant Distribution,,,1,Holocene,,0.0117,0,55170,US,Alaska,,estimated from map,seconds,,,gp_mid,-165.76,61.37,123
168677,col,,15.556111,76.761665,Extant Distribution,,,1,Holocene,,0.0117,0,55170,SJ,,,estimated from map,seconds,,,gp_mid,15.56,76.76,309
168678,col,,-58.316113,51.06361,Extant Distribution,,,1,Holocene,,0.0117,0,55170,CA,Quebec,,estimated from map,seconds,,,gp_mid,-58.32,51.06,101
168679,col,,175.456665,62.105556,Extant Distribution,,,1,Holocene,,0.0117,0,55092,RU,,,estimated from map,seconds,,,gp_mid,175.46,62.11,485
168680,col,,-165.339172,62.263332,Extant Distribution,,,1,Holocene,,0.0117,0,55092,US,Alaska,,estimated from map,seconds,,,gp_mid,-165.34,62.26,123
168681,col,,-161.296112,81.827225,Extant Distribution,,,1,Holocene,,0.0117,0,55092,,,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168682,col,,15.715556,76.993057,Extant Distribution,,,1,Holocene,,0.0117,0,55092,SJ,,,estimated from map,seconds,,,gp_mid,15.72,76.99,309
168683,col,,16.792221,76.52861,Extant Distribution,,,1,Holocene,,0.0117,0,55092,SJ,,,estimated from map,seconds,,,gp_mid,16.79,76.53,309
168684,col,,7.475833,62.752777,Extant Distribution,,,1,Holocene,,0.0117,0,55092,NO,,,estimated from map,seconds,,,gp_mid,7.48,62.75,302
168826,col,,-117.191666,32.804443,SEL-4,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168827,col,,-117.276665,33.038891,SDI-811,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168828,col,,-117.161942,32.729721,SDI-6010,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168829,col,,-117.113335,32.65889,SDI-6933,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168830,col,,-117.166115,32.710835,SDI-10728A,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168831,col,,-117.194168,32.746387,SDI-13325,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168832,col,,-117.861664,33.59639,ORA-193,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168833,col,,-117.836388,33.624722,ORA-340,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168834,col,,-117.815002,33.571945,ORA-929,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168835,col,,-118.728333,34.048611,LAN-49,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-118.73,34.05,105
168836,col,,-118.939163,34.059723,VEN-11,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168837,col,,-118.913887,34.05611,VEN-26,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168838,col,,-119.082222,34.121944,VEN-27,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168839,col,,-119.055275,34.101391,VEN-100,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168840,col,,-119.603333,34.434723,SBA-27,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-119.6,34.43,105
168841,col,,-119.638336,34.426666,SBA-46,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-119.64,34.43,105
168842,col,,-119.707779,34.419724,SBA-72,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-119.71,34.42,105
168843,col,,-119.720833,34.419445,SBA-73,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-119.72,34.42,105
168844,col,,-120.601112,34.667778,SBA-212,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168845,col,,-120.601112,34.667778,SBA-224,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168846,col,,-120.601112,34.667778,SBA-225,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168847,col,,-120.607224,34.613335,SBA-530,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168848,col,,-120.293335,34.490002,SBA-1540,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168849,col,,-120.353058,34.469444,SBA-1731,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168850,col,,-120.861115,35.212502,SLO-2,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168851,col,,-121.014168,35.48111,SLO-179,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168852,col,,-121.057503,35.517776,SLO-267,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168853,col,,-121.779999,36.838333,MNT-228,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-121.78,36.84,105
168854,col,,-121.779999,36.838333,MNT-229,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,-121.78,36.84,105
168855,col,,-121.827499,36.634724,MNT-391,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168856,col,,-121.844719,36.608055,MNT-831,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168857,col,,-122.409164,37.300278,SMA-118,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
168858,col,,-118.480278,33.371387,SCAI-1,,,1,Holocene,,0.0117,0,55200,US,California,,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
